,camper_id,session_id,zipcode,county_id,county,state,state_long_name,cases_per_100k_county,date_county,positive_of_total_state,increase_per_100k_state,date_state
80,7814002,session_3,34119,12071,Lee,FL,Florida,109.49,2020-10-30,12.92678125844651,10.63,2020-10-31
81,8002803,session_3,28207,37119,Mecklenburg,NC,North Carolina,326.02,2020-10-30,6.772489147149948,26.74,2020-10-31
82,8066449,session_3,29401,45019,Charleston,SC,South Carolina,336.26,2020-10-30,9.8006159651508,19.77,2020-10-31
83,8151512,session_3,29407,45019,Charleston,SC,South Carolina,336.26,2020-10-30,9.8006159651508,19.77,2020-10-31
84,8176650,session_3,30324,13121,Fulton,GA,Georgia,315.44,2020-10-30,10.059965525260193,24.16,2020-10-31
85,8197155,session_3,28277,37119,Mecklenburg,NC,North Carolina,326.02,2020-10-30,6.772489147149948,26.74,2020-10-31
86,8265824,session_2,30030,13089,DeKalb,GA,Georgia,211.01,2020-10-30,10.059965525260193,24.16,2020-10-31
87,8286991,session_3,29605,45045,Greenville,SC,South Carolina,347.54,2020-10-30,9.8006159651508,19.77,2020-10-31
88,8298482,session_3,01748,25017,Middlesex,MA,Massachusetts,468.55,2020-10-30,5.7761080623506125,20.75,2020-10-31
89,8309225,session_2,28226,37119,Mecklenburg,NC,North Carolina,326.02,2020-10-30,6.772489147149948,26.74,2020-10-31
90,8309627,session_2,28205,37119,Mecklenburg,NC,North Carolina,326.02,2020-10-30,6.772489147149948,26.74,2020-10-31
91,8313210,session_2,29464,45019,Charleston,SC,South Carolina,336.26,2020-10-30,9.8006159651508,19.77,2020-10-31
92,8392253,session_3,29403,45019,Charleston,SC,South Carolina,336.26,2020-10-30,9.8006159651508,19.77,2020-10-31
93,8401021,session_3,30307,13121,Fulton,GA,Georgia,315.44,2020-10-30,10.059965525260193,24.16,2020-10-31
94,8556305,session_3,29053,45063,Lexington,SC,South Carolina,176.67,2020-10-30,9.8006159651508,19.77,2020-10-31
95,8564547,session_3,70118,22071,Orleans,LA,Louisiana,291.17,2020-10-30,6.753662067590535,0.0,2020-10-31
